,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment_mode,cogs,gross margin percentage,gross income,Rating,Rating_range,Hour,Minute,Day,Month,Year
804,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,2019-02-23,11:12,Cash,680.31,4.761904762,34.0155,8.0,7-8,11,12,23,February,2019
805,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,2019-03-17,16:36,Cash,309.88,4.761904762,15.494,4.2,4-5,16,36,17,March,2019
806,Yangon,Normal,Female,Sports and travel,93.18,2,9.318,195.678,2019-01-16,18:41,Credit card,186.36,4.761904762,9.318,8.5,8-9,18,41,16,January,2019
807,Yangon,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,2019-01-08,17:12,Cash,200.92,4.761904762,10.046,9.0,8-9,17,12,8,January,2019
808,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,2019-01-14,10:38,Cash,17.75,4.761904762,0.8875,8.6,8-9,10,38,14,January,2019
809,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,2019-01-31,10:33,Ewallet,621.8,4.761904762,31.09,6.0,5-6,10,33,31,January,2019
810,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,2019-03-15,14:38,Ewallet,86.0,4.761904762,4.3,6.2,6-7,14,38,15,March,2019
811,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06,Credit card,402.6,4.761904762,20.13,5.0,4-5,18,6,24,February,2019
812,Naypyitaw,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,2019-02-08,12:52,Credit card,324.85,4.761904762,16.2425,6.5,6-7,12,52,8,February,2019
813,Yangon,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,2019-03-22,14:00,Cash,95.15,4.761904762,4.7575,6.0,5-6,14,0,22,March,2019
814,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,10:57,Cash,388.96,4.761904762,19.448,5.0,4-5,10,57,24,January,2019
815,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,2019-03-14,16:45,Ewallet,425.68,4.761904762,21.284,5.0,4-5,16,45,14,March,2019
816,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,11:15,Cash,318.08,4.761904762,15.904,9.2,9-10,11,15,23,January,2019
817,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,20:29,Ewallet,271.04,4.761904762,13.552,9.6,9-10,20,29,19,January,2019
818,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,20:03,Credit card,384.64,4.761904762,19.232,8.4,8-9,20,3,27,January,2019
819,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,2019-02-03,14:35,Credit card,235.8,4.761904762,11.79,6.0,5-6,14,35,3,February,2019
820,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,2019-03-25,16:32,Ewallet,211.56,4.761904762,10.578,6.7,6-7,16,32,25,March,2019
821,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2019-02-24,10:10,Credit card,95.36,4.761904762,4.768,4.1,4-5,10,10,24,February,2019
822,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,2019-02-07,14:15,Cash,10.17,4.761904762,0.5085,5.9,5-6,14,15,7,February,2019
823,Yangon,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,2019-03-04,10:05,Cash,206.13,4.761904762,10.3065,8.7,8-9,10,5,4,March,2019
824,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,2019-02-14,11:36,Credit card,420.56,4.761904762,21.028,4.5,4-5,11,36,14,February,2019
825,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,18:15,Credit card,88.04,4.761904762,4.402,6.6,6-7,18,15,29,January,2019
826,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,13:53,Credit card,648.99,4.761904762,32.4495,7.7,7-8,13,53,28,January,2019
827,Yangon,Member,Male,Fashion accessories,41.28,3,6.192,130.032,2019-03-26,18:37,Credit card,123.84,4.761904762,6.192,8.5,8-9,18,37,26,March,2019
828,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,2019-03-24,18:27,Cash,649.5,4.761904762,32.475,5.2,5-6,18,27,24,March,2019
829,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42,Credit card,742.2,4.761904762,37.11,4.3,4-5,14,42,1,January,2019
830,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2019-01-24,17:43,Cash,84.48,4.761904762,4.224,7.6,7-8,17,43,24,January,2019
831,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,2019-02-25,18:37,Cash,250.28,4.761904762,12.514,9.5,9-10,18,37,25,February,2019
832,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,16:34,Cash,94.8,4.761904762,4.74,4.1,4-5,16,34,9,January,2019
833,Yangon,Member,Male,Health and beauty,91.3,1,4.565,95.865,2019-02-14,14:42,Ewallet,91.3,4.761904762,4.565,9.2,9-10,14,42,14,February,2019
834,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,2019-03-12,11:01,Ewallet,285.11,4.761904762,14.2555,5.4,5-6,11,1,12,March,2019
835,Yangon,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,2019-03-26,19:44,Cash,52.38,4.761904762,2.619,5.8,5-6,19,44,26,March,2019
836,Yangon,Member,Male,Fashion accessories,38.54,5,9.635,202.335,2019-01-09,13:34,Ewallet,192.7,4.761904762,9.635,5.6,5-6,13,34,9,January,2019
837,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,2019-01-02,20:08,Credit card,267.78,4.761904762,13.389,5.1,5-6,20,8,2,January,2019
838,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,2019-01-15,15:01,Cash,558.7,4.761904762,27.935,5.8,5-6,15,1,15,January,2019
839,Naypyitaw,Member,Female,Sports and travel,29.22,6,8.766,184.086,2019-01-01,11:40,Ewallet,175.32,4.761904762,8.766,5.0,4-5,11,40,1,January,2019
840,Yangon,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,2019-02-15,15:21,Cash,155.82,4.761904762,7.791,7.9,7-8,15,21,15,February,2019
841,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2019-02-28,17:38,Cash,60.3,4.761904762,3.015,6.0,5-6,17,38,28,February,2019
842,Yangon,Member,Female,Sports and travel,39.47,2,3.947,82.887,2019-03-02,16:16,Credit card,78.94,4.761904762,3.947,5.0,4-5,16,16,2,March,2019
843,Naypyitaw,Member,Female,Food and beverages,14.87,2,1.487,31.227,2019-02-13,18:15,Credit card,29.74,4.761904762,1.487,8.9,8-9,18,15,13,February,2019
844,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,12:43,Cash,21.32,4.761904762,1.066,5.9,5-6,12,43,26,January,2019
845,Yangon,Member,Male,Electronic accessories,93.78,3,14.067,295.407,2019-01-30,11:32,Credit card,281.34,4.761904762,14.067,5.9,5-6,11,32,30,January,2019
846,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,18:08,Ewallet,73.26,4.761904762,3.663,9.7,9-10,18,8,27,January,2019
847,Naypyitaw,Normal,Female,Sports and travel,22.38,1,1.119,23.499,2019-01-30,17:08,Credit card,22.38,4.761904762,1.119,8.6,8-9,17,8,30,January,2019
848,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,2019-01-08,19:38,Cash,655.92,4.761904762,32.796,4.0,3-4,19,38,8,January,2019
849,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,13:11,Cash,594.6,4.761904762,29.73,4.2,4-5,13,11,19,January,2019
850,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,11:05,Cash,74.1,4.761904762,3.705,9.2,9-10,11,5,25,January,2019
851,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2019-02-19,10:12,Ewallet,196.96,4.761904762,9.848,9.2,9-10,10,12,19,February,2019
852,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,2019-01-14,15:42,Ewallet,372.33,4.761904762,18.6165,5.0,4-5,15,42,14,January,2019
853,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,2019-02-25,11:58,Ewallet,527.9,4.761904762,26.395,10.0,9-10,11,58,25,February,2019
854,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,14:21,Ewallet,479.75,4.761904762,23.9875,8.8,8-9,14,21,23,January,2019
855,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,10:52,Cash,328.59,4.761904762,16.4295,4.2,4-5,10,52,16,February,2019
856,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,19:31,Cash,168.96,4.761904762,8.448,6.3,6-7,19,31,1,January,2019
857,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,2019-03-07,18:35,Cash,113.24,4.761904762,5.662,8.2,8-9,18,35,7,March,2019
858,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,13:51,Cash,345.54,4.761904762,17.277,5.1,5-6,13,51,15,February,2019
859,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,12:35,Cash,428.67,4.761904762,21.4335,5.0,4-5,12,35,23,January,2019
860,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2019-02-20,13:24,Ewallet,86.27,4.761904762,4.3135,7.0,6-7,13,24,20,February,2019
861,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,2019-01-08,18:06,Ewallet,25.52,4.761904762,1.276,7.8,7-8,18,6,8,January,2019
862,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,2019-03-17,11:55,Credit card,101.52,4.761904762,5.076,4.3,4-5,11,55,17,March,2019
863,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,11:42,Cash,357.49,4.761904762,17.8745,7.0,6-7,11,42,12,January,2019
864,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,2019-01-08,14:30,Cash,238.77,4.761904762,11.9385,6.6,6-7,14,30,8,January,2019
865,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26,15:11,Ewallet,101.43,4.761904762,5.0715,7.3,7-8,15,11,26,January,2019
866,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,14:48,Credit card,724.24,4.761904762,36.212,6.5,6-7,14,48,15,March,2019
867,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,2019-01-17,12:36,Ewallet,125.64,4.761904762,6.282,4.9,4-5,12,36,17,January,2019
868,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,2019-01-08,19:09,Credit card,72.93,4.761904762,3.6465,4.3,4-5,19,9,8,January,2019
869,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,13:35,Ewallet,258.36,4.761904762,12.918,9.3,9-10,13,35,6,January,2019
870,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,2019-02-16,10:33,Credit card,173.74,4.761904762,8.687,7.1,7-8,10,33,16,February,2019
871,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,2019-03-13,15:45,Ewallet,56.5,4.761904762,2.825,9.6,9-10,15,45,13,March,2019
872,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,11:51,Cash,214.3,4.761904762,10.715,6.2,6-7,11,51,28,January,2019
873,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,2019-01-18,17:26,Cash,534.36,4.761904762,26.718,9.9,9-10,17,26,18,January,2019
874,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,2019-03-19,11:52,Credit card,93.16,4.761904762,4.658,5.9,5-6,11,52,19,March,2019
875,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,14:04,Ewallet,522.08,4.761904762,26.104,6.3,6-7,14,4,15,March,2019
876,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,17:49,Cash,52.35,4.761904762,2.6175,4.0,3-4,17,49,12,February,2019
877,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,20:19,Cash,39.75,4.761904762,1.9875,6.1,6-7,20,19,25,February,2019
878,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,2019-03-21,16:08,Credit card,720.16,4.761904762,36.008,4.5,4-5,16,8,21,March,2019
879,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,10:17,Ewallet,96.8,4.761904762,4.84,8.6,8-9,10,17,19,January,2019
880,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,2019-01-08,14:25,Ewallet,332.1,4.761904762,16.605,6.0,5-6,14,25,8,January,2019
881,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,2019-03-30,12:51,Credit card,81.44,4.761904762,4.072,9.5,9-10,12,51,30,March,2019
882,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,15:18,Credit card,319.9,4.761904762,15.995,9.9,9-10,15,18,20,February,2019
883,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-03-30,12:45,Ewallet,206.52,4.761904762,10.326,7.5,7-8,12,45,30,March,2019
884,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,2019-03-19,13:37,Cash,166.68,4.761904762,8.334,7.6,7-8,13,37,19,March,2019
885,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.013,2019-01-13,10:03,Cash,319.06,4.761904762,15.953,5.0,4-5,10,3,13,January,2019
886,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05,19:42,Ewallet,87.9,4.761904762,4.395,6.7,6-7,19,42,5,February,2019
887,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,2019-03-23,13:14,Ewallet,734.7,4.761904762,36.735,9.5,9-10,13,14,23,March,2019
888,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13,12:47,Ewallet,97.52,4.761904762,4.876,6.8,6-7,12,47,13,March,2019
889,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,19:53,Ewallet,769.2,4.761904762,38.46,5.6,5-6,19,53,17,March,2019
890,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21,10:26,Cash,418.3,4.761904762,20.915,7.2,7-8,10,26,21,February,2019
891,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,15:06,Cash,463.28,4.761904762,23.164,8.1,8-9,15,6,7,February,2019
892,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02,16:35,Credit card,462.45,4.761904762,23.1225,8.6,8-9,16,35,2,March,2019
893,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06,20:57,Cash,141.9,4.761904762,7.095,9.4,9-10,20,57,6,March,2019
894,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,15:16,Credit card,302.7,4.761904762,15.135,8.9,8-9,15,16,6,February,2019
895,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,17:47,Credit card,793.28,4.761904762,39.664,4.2,4-5,17,47,28,January,2019
896,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,2019-01-18,16:23,Ewallet,425.18,4.761904762,21.259,5.0,4-5,16,23,18,January,2019
897,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,10:17,Cash,283.62,4.761904762,14.181,8.8,8-9,10,17,5,February,2019
898,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,13:50,Cash,599.2,4.761904762,29.96,5.3,5-6,13,50,2,March,2019
899,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09,19:17,Ewallet,315.36,4.761904762,15.768,4.6,4-5,19,17,9,February,2019
900,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.738,2019-01-14,14:00,Credit card,403.56,4.761904762,20.178,7.5,7-8,14,0,14,January,2019
901,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,12:02,Ewallet,183.88,4.761904762,9.194,5.1,5-6,12,2,9,February,2019
902,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,2019-03-26,20:21,Credit card,138.65,4.761904762,6.9325,4.2,4-5,20,21,26,March,2019
903,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2019-01-28,17:35,Cash,80.71,4.761904762,4.0355,8.1,8-9,17,35,28,January,2019
904,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2019-02-14,12:42,Ewallet,116.64,4.761904762,5.832,6.0,5-6,12,42,14,February,2019
905,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,2019-03-24,17:56,Cash,313.52,4.761904762,15.676,7.9,7-8,17,56,24,March,2019
906,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,18:58,Credit card,846.1,4.761904762,42.305,8.8,8-9,18,58,9,February,2019
907,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,14:08,Credit card,414.4,4.761904762,20.72,6.6,6-7,14,8,24,March,2019
908,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,2019-03-27,16:30,Ewallet,159.08,4.761904762,7.954,6.2,6-7,16,30,27,March,2019
909,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,10:44,Credit card,490.1,4.761904762,24.505,4.2,4-5,10,44,27,January,2019
910,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27,20:29,Credit card,87.45,4.761904762,4.3725,7.3,7-8,20,29,27,March,2019
911,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19,11:43,Ewallet,224.52,4.761904762,11.226,8.6,8-9,11,43,19,January,2019
912,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,10:09,Cash,744.96,4.761904762,37.248,6.8,6-7,10,9,7,February,2019
913,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2019-01-31,10:00,Ewallet,410.72,4.761904762,20.536,7.6,7-8,10,0,31,January,2019
914,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,18:45,Cash,298.8,4.761904762,14.94,5.8,5-6,18,45,25,February,2019
915,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02,12:40,Cash,212.94,4.761904762,10.647,4.1,4-5,12,40,2,February,2019
916,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,2019-03-14,15:36,Credit card,42.85,4.761904762,2.1425,9.3,9-10,15,36,14,March,2019
917,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,2019-03-11,12:04,Cash,378.68,4.761904762,18.934,6.8,6-7,12,4,11,March,2019
918,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22,11:26,Ewallet,206.91,4.761904762,10.3455,8.7,8-9,11,26,22,February,2019
919,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,2019-03-02,12:36,Ewallet,78.78,4.761904762,3.939,6.3,6-7,12,36,2,March,2019
920,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,15:06,Credit card,322.11,4.761904762,16.1055,5.1,5-6,15,6,10,March,2019
921,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,10:58,Cash,98.22,4.761904762,4.911,7.0,6-7,10,58,8,February,2019
922,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2019-02-22,12:10,Credit card,25.46,4.761904762,1.273,5.2,5-6,12,10,22,February,2019
923,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,2019-01-10,10:31,Credit card,581.98,4.761904762,29.099,6.6,6-7,10,31,10,January,2019
924,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.886,2019-03-14,13:49,Ewallet,211.32,4.761904762,10.566,6.5,6-7,13,49,14,March,2019
925,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,2019-01-10,11:10,Ewallet,55.12,4.761904762,2.756,9.0,8-9,11,10,10,January,2019
926,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15,17:38,Credit card,88.31,4.761904762,4.4155,5.2,5-6,17,38,15,February,2019
927,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,2019-01-13,17:54,Credit card,356.58,4.761904762,17.829,6.8,6-7,17,54,13,January,2019
928,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,20:51,Credit card,794.25,4.761904762,39.7125,7.6,7-8,20,51,15,February,2019
929,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02,19:26,Ewallet,50.62,4.761904762,2.531,7.2,7-8,19,26,2,March,2019
930,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24,13:33,Ewallet,599.52,4.761904762,29.976,7.1,7-8,13,33,24,March,2019
931,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02,14:05,Credit card,166.7,4.761904762,8.335,9.5,9-10,14,5,2,February,2019
932,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,11:40,Ewallet,744.4,4.761904762,37.22,5.1,5-6,11,40,27,February,2019
933,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2019-01-20,12:27,Ewallet,448.56,4.761904762,22.428,7.6,7-8,12,27,20,January,2019
934,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03,20:24,Ewallet,378.9,4.761904762,18.945,9.8,9-10,20,24,3,January,2019
935,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2019-01-24,20:59,Ewallet,257.16,4.761904762,12.858,5.1,5-6,20,59,24,January,2019
936,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,19:48,Ewallet,552.23,4.761904762,27.6115,7.5,7-8,19,48,5,January,2019
937,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,10:18,Cash,447.4,4.761904762,22.37,7.4,7-8,10,18,30,March,2019
938,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2019-02-17,16:27,Cash,276.27,4.761904762,13.8135,4.2,4-5,16,27,17,February,2019
939,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.927,2019-03-21,17:04,Ewallet,343.74,4.761904762,17.187,5.9,5-6,17,4,21,March,2019
940,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,2019-03-02,18:14,Ewallet,266.08,4.761904762,13.304,6.9,6-7,18,14,2,March,2019
941,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,2019-03-27,10:43,Cash,898.38,4.761904762,44.919,6.6,6-7,10,43,27,March,2019
942,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,19:30,Ewallet,456.8,4.761904762,22.84,5.7,5-6,19,30,19,January,2019
943,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19,14:53,Credit card,253.95,4.761904762,12.6975,5.3,5-6,14,53,19,February,2019
944,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,2019-03-28,20:14,Cash,70.56,4.761904762,3.528,4.2,4-5,20,14,28,March,2019
945,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05,11:51,Credit card,657.16,4.761904762,32.858,7.3,7-8,11,51,5,January,2019
946,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,2019-03-26,14:13,Credit card,168.5,4.761904762,8.425,5.3,5-6,14,13,26,March,2019
947,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,20:13,Ewallet,53.78,4.761904762,2.689,4.7,4-5,20,13,3,February,2019
948,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,18:44,Ewallet,179.05,4.761904762,8.9525,7.9,7-8,18,44,6,February,2019
949,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2019-02-24,14:26,Ewallet,211.44,4.761904762,10.572,8.9,8-9,14,26,24,February,2019
950,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21,12:40,Ewallet,119.73,4.761904762,5.9865,9.3,9-10,12,40,21,February,2019
951,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09,18:43,Ewallet,65.7,4.761904762,3.285,4.7,4-5,18,43,9,January,2019
952,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,13:22,Ewallet,251.4,4.761904762,12.57,8.7,8-9,13,22,25,February,2019
953,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,2019-01-13,13:58,Cash,84.16,4.761904762,4.208,7.6,7-8,13,58,13,January,2019
954,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,11:45,Cash,395.46,4.761904762,19.773,5.7,5-6,11,45,9,February,2019
955,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06,11:51,Cash,297.99,4.761904762,14.8995,6.8,6-7,11,51,6,January,2019
956,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,2019-01-10,17:16,Cash,454.41,4.761904762,22.7205,5.4,5-6,17,16,10,January,2019
957,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,15:55,Cash,276.12,4.761904762,13.806,7.1,7-8,15,55,7,February,2019
958,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,12:07,Cash,158.0,4.761904762,7.9,7.8,7-8,12,7,9,January,2019
959,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19,15:07,Cash,887.94,4.761904762,44.397,8.4,8-9,15,7,19,February,2019
960,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,2019-03-18,15:29,Cash,91.98,4.761904762,4.599,9.8,9-10,15,29,18,March,2019
961,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05,18:45,Cash,41.78,4.761904762,2.089,9.8,9-10,18,45,5,February,2019
962,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,2019-03-19,15:23,Credit card,15.5,4.761904762,0.775,7.4,7-8,15,23,19,March,2019
963,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30,20:37,Cash,290.46,4.761904762,14.523,6.7,6-7,20,37,30,March,2019
964,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26,14:41,Credit card,66.66,4.761904762,3.333,6.4,6-7,14,41,26,January,2019
